country,week,covid_deaths,non_covid_deaths
Greece,40,30,2193
Greece,41,40,2174
Greece,42,60,2084
Greece,43,65,2158
Greece,44,61,2352
Greece,45,149,2398
Greece,46,322,2462
Greece,47,524,2625
Greece,48,691,2606
Greece,49,682,2654
Greece,50,622,2493
Greece,51,547,2391
Greece,52,434,2329
Greece,53,351,2327
Greece,1,306,2346
Greece,2,206,2292
Greece,3,177,2475
Greece,4,150,2471
Greece,5,176,2317
Greece,6,154,2309
Greece,7,171,2358
Greece,8,207,2460
Greece,9,254,2470
Greece,10,333,2322
Greece,11,371,2412
Greece,12,418,2341
Greece,13,500,2429
Greece,14,505,2393
Greece,15,577,2392
Greece,16,545,2120
Greece,17,446,2358
Greece,18,576,2361
Greece,19,386,2050
Greece,20,357,2143
Greece,21,282,2303
Greece,22,223,2095
Greece,23,145,2248
Greece,24,126,2188
Greece,25,116,2843
Greece,26,73,3081
Greece,27,55,2647
Greece,28,58,2641
Greece,29,48,2401
Greece,30,77,2748
Greece,31,100,3786
Greece,32,148,2804
Greece,33,161,2508
Greece,34,252,2526
Greece,35,250,2315
Greece,36,283,2236
Greece,37,297,2422
Greece,38,213,2227
Greece,39,241,2198
Greece,40,215,2241
Greece,41,240,2248
Greece,42,253,2261
Greece,43,310,2416
Greece,44,357,2636
Greece,45,471,2381
Greece,46,547,2444
Greece,47,646,2524
Greece,48,636,2538
Greece,49,653,2687
Greece,50,643,2643
Greece,51,538,2762
Greece,52,481,2816
Greece,1,484,2785
Greece,2,590,2787
Greece,3,651,2612
Greece,4,737,2940
Greece,5,722,2833
Greece,6,660,2579
Greece,7,573,2489
Greece,8,458,2338
Greece,9,409,2437
Greece,10,368,2476
Greece,11,375,2668
Greece,12,331,2709
Greece,13,416,2618
Greece,14,446,2423
Greece,15,458,2344
Greece,16,279,2344
Greece,17,308,2331
Greece,18,217,2116
Greece,19,155,2323
Greece,20,143,2247
Greece,21,113,2304
Greece,22,110,2485
Germany,1,0,18883
Germany,2,0,19408
Germany,3,0,18953
Germany,4,0,18827
Germany,5,0,19774
Germany,6,0,19038
Germany,7,0,19648
Germany,8,0,18953
Germany,9,0,19505
Germany,10,0,19667
Germany,11,12,19837
Germany,12,43,19679
Germany,13,334,19344
Germany,14,953,19709
Germany,15,1331,19171
Germany,16,1621,17640
Germany,17,1346,17211
Germany,18,1009,16911
Germany,19,746,16905
Germany,20,519,16482
Germany,21,333,16830
Germany,22,253,16523
Germany,23,168,17094
Germany,24,119,16482
Germany,25,96,16305
Germany,26,75,17218
Germany,27,55,16402
Germany,28,51,16091
Germany,29,21,16516
Germany,30,34,16853
Germany,31,30,17403
Germany,32,55,17415
Germany,33,35,19685
Germany,34,38,17521
Germany,35,26,16630
Germany,36,30,16759
Germany,37,24,17131
Germany,38,37,17518
Germany,39,71,17375
Germany,40,72,17542
Germany,41,86,17415
Germany,42,162,17592
Germany,43,255,18333
Germany,44,449,18135
Germany,45,808,18199
Germany,46,1196,18531
Germany,47,1537,18645
Germany,48,2101,19203
Germany,49,2649,19955
Germany,50,3015,20988
Germany,51,4262,20462
Germany,52,3729,21825
Germany,53,4494,21003
Germany,1,6071,18778
Germany,2,6076,18427
Germany,3,5451,18626
Germany,4,5075,17570
Germany,5,4572,17164
Germany,6,3443,17489
Germany,7,2881,17588
Germany,8,2204,16749
Germany,9,1855,16586
Germany,10,1471,17139
Germany,11,1293,17044
Germany,12,1206,17191
Germany,13,1093,17402
Germany,14,1390,17438
Germany,15,1561,17508
Germany,16,1650,17601
Germany,17,1628,17883
Germany,18,1583,17726
Germany,19,1321,17271
Germany,20,1284,16509
Germany,21,1026,16140
Germany,22,816,17348
Germany,23,612,16798
Germany,24,551,18501
Germany,25,369,16820
Germany,26,276,16714
Germany,27,201,16758
Germany,28,131,17498
Germany,29,162,17427
Germany,30,135,17074
Germany,31,123,16880
Germany,32,85,17451
Germany,33,109,17342
Germany,34,154,17012
Germany,35,216,17123
Germany,36,260,18575
Germany,37,352,17666
Germany,38,435,17682
Germany,39,393,17701
Germany,40,416,17761
Germany,41,416,18501
Germany,42,482,19278
Germany,43,629,19639
Germany,44,796,19528
Germany,45,1147,19857
Germany,46,1390,20874
Germany,47,1821,21349
Germany,48,2157,21953
Germany,49,2598,21319
Germany,50,2595,20217
Germany,51,2131,20232
Germany,52,1791,20217
Germany,1,1822,18887
Germany,2,1642,18179
Germany,3,1099,18654
Germany,4,1007,19119
Germany,5,992,19627
Germany,6,1218,19178
Germany,7,1340,19747
Germany,8,1403,18927
Germany,9,1424,19247
Germany,10,1469,19652
Germany,11,1345,19891
Germany,12,1521,19555
Germany,13,1628,19111
Germany,14,1676,19098
Germany,15,1225,18884
Germany,16,1232,18183
Germany,17,1276,17902
Germany,18,1077,17894
Germany,19,961,18058
Germany,20,827,17455
Germany,21,538,16389
Germany,22,522,17260
Germany,23,421,17233
Germany,24,369,17810
Germany,25,558,18277
Germany,26,561,17568
France,1,0,12737
France,2,0,13200
France,3,0,12598
France,4,0,12331
France,5,0,12541
France,6,0,12407
France,7,1,12260
France,8,0,11835
France,9,1,12041
France,10,17,12122
France,11,72,12482
France,12,585,13354
France,13,1932,14256
France,14,5473,13332
France,15,6315,11248
France,16,5298,10098
France,17,3136,9685
France,18,2068,9192
France,19,1485,9545
France,20,1730,9025
France,21,556,10560
France,22,433,10001
France,23,353,10039
France,24,253,10107
France,25,233,10194
France,26,137,10974
France,27,115,9905
France,28,117,10199
France,29,146,9983
France,30,51,10491
France,31,72,10794
France,32,61,10687
France,33,86,11681
France,34,103,10387
France,35,97,10406
France,36,117,10506
France,37,215,10984
France,38,369,11412
France,39,439,10429
France,40,485,11371
France,41,500,11341
France,42,749,11418
France,43,1181,12508
France,44,2400,12213
France,45,3457,12152
France,46,4109,11358
France,47,4182,10811
France,48,3595,11102
France,49,2830,11703
France,50,2756,11748
France,51,2638,11468
France,52,2197,11604
France,53,2291,12074
France,1,2713,11965
France,2,2533,12105
France,3,2766,12383
France,4,3008,11777
France,5,2908,11529
France,6,2849,11309
France,7,2466,11666
France,8,2148,11172
France,9,2146,10818
France,10,1856,10943
France,11,1849,11116
France,12,2318,10460
France,13,2055,11186
France,14,2100,10899
France,15,1983,11104
France,16,2125,11097
France,17,1962,10786
France,18,1573,10932
France,19,1224,10281
France,20,981,10260
France,21,806,10250
France,22,603,10215
France,23,396,10279
France,24,348,10512
France,25,231,9630
France,26,195,9941
France,27,165,10328
France,28,147,10183
France,29,151,11347
France,30,269,10407
France,31,340,10205
France,32,467,11114
France,33,781,10438
France,34,724,10199
France,35,679,10790
France,36,651,11081
France,37,509,10440
France,38,407,10507
France,39,334,10976
France,40,279,11128
France,41,208,11859
France,42,204,11775
France,43,211,12038
France,44,238,11443
France,45,232,11899
France,46,318,11934
France,47,447,12401
France,48,642,12868
France,49,899,13081
France,50,1062,12832
France,51,1149,13444
France,52,1302,13420
France,1,1497,13061
France,2,1513,13020
France,3,1679,12778
France,4,1955,13104
France,5,1923,13169
France,6,2300,11980
France,7,1791,11909
France,8,1540,11185
France,9,1140,11636
France,10,832,11716
France,11,826,11542
France,12,739,11656
France,13,834,11976
France,14,782,12273
France,15,869,12307
France,16,903,11767
France,17,902,11150
France,18,762,11220
France,19,551,10861
France,20,510,10635
France,21,345,9797
France,22,340,10314
France,23,279,9407
Finland,1,0,1047
Finland,2,0,1069
Finland,3,0,1061
Finland,4,0,1040
Finland,5,0,1074
Finland,6,0,1115
Finland,7,0,1098
Finland,8,0,1091
Finland,9,0,1050
Finland,10,1,1105
Finland,11,2,1103
Finland,12,7,1115
Finland,13,21,1087
Finland,14,49,1061
Finland,15,56,1125
Finland,16,69,1025
Finland,17,42,1100
Finland,18,18,1113
Finland,19,26,1048
Finland,20,8,1096
Finland,21,4,953
Finland,22,2,988
Finland,23,0,984
Finland,24,0,1003
Finland,25,1,1067
Finland,26,2,1019
Finland,27,1,995
Finland,28,0,944
Finland,29,0,1021
Finland,30,1,963
Finland,31,2,980
Finland,32,1,953
Finland,33,0,977
Finland,34,1,1015
Finland,35,0,989
Finland,36,3,976
Finland,37,6,1118
Finland,38,2,1044
Finland,39,4,1085
Finland,40,2,975
Finland,41,6,978
Finland,42,5,1069
Finland,43,5,1065
Finland,44,3,1129
Finland,45,4,1039
Finland,46,24,1001
Finland,47,26,1093
Finland,48,33,1075
Finland,49,40,1079
Finland,50,43,1063
Finland,51,36,1112
Finland,52,21,1108
Finland,53,28,1149
Finland,1,26,1078
Finland,2,32,1098
Finland,3,25,1179
Finland,4,15,1144
Finland,5,14,1089
Finland,6,20,1036
Finland,7,19,1141
Finland,8,28,1105
Finland,9,17,1074
Finland,10,31,1019
Finland,11,20,1070
Finland,12,24,997
Finland,13,14,1039
Finland,14,11,1045
Finland,15,15,1018
Finland,16,8,1047
Finland,17,10,999
Finland,18,6,1062
Finland,19,17,1099
Finland,20,13,996
Finland,21,3,993
Finland,22,4,1009
Finland,23,3,978
Finland,24,2,1007
Finland,25,2,1078
Finland,26,0,1009
Finland,27,2,1090
Finland,28,5,1143
Finland,29,5,1010
Finland,30,10,1018
Finland,31,17,1046
Finland,32,6,1094
Finland,33,9,1072
Finland,34,12,1054
Finland,35,13,1066
Finland,36,13,1135
Finland,37,11,1053
Finland,38,17,1104
Finland,39,25,1109
Finland,40,34,1104
Finland,41,21,1166
Finland,42,27,1173
Finland,43,34,1095
Finland,44,56,1032
Finland,45,43,1118
Finland,46,55,1138
Finland,47,61,1168
Finland,48,55,1176
Finland,49,44,1256
Finland,50,44,1181
Finland,51,44,1192
Finland,52,92,1244
Finland,1,83,1196
Finland,2,49,1236
Finland,3,23,1380
Finland,4,48,1194
Finland,5,116,1193
Finland,6,112,1235
Finland,7,107,1157
Finland,8,87,1079
Finland,9,23,1220
Finland,10,82,1178
Finland,11,130,1110
Finland,12,202,1025
Finland,13,193,1080
Finland,14,156,1146
Finland,15,183,1076
Finland,16,121,1103
Finland,17,301,901
Finland,18,211,979
Finland,19,134,1000
Finland,20,122,966
Finland,21,116,931
Finland,22,105,874
Estonia,1,0,294
Estonia,2,0,326
Estonia,3,0,308
Estonia,4,0,299
Estonia,5,0,307
Estonia,6,0,271
Estonia,7,0,322
Estonia,8,0,331
Estonia,9,0,315
Estonia,10,0,293
Estonia,11,0,340
Estonia,12,0,311
Estonia,13,3,322
Estonia,14,12,300
Estonia,15,10,300
Estonia,16,15,294
Estonia,17,9,310
Estonia,18,6,298
Estonia,19,5,302
Estonia,20,3,282
Estonia,21,1,277
Estonia,22,4,297
Estonia,23,1,268
Estonia,24,0,273
Estonia,25,0,279
Estonia,26,0,287
Estonia,27,0,268
Estonia,28,0,270
Estonia,29,0,284
Estonia,30,0,296
Estonia,31,0,304
Estonia,32,0,281
Estonia,33,0,295
Estonia,34,0,265
Estonia,35,1,297
Estonia,36,0,280
Estonia,37,0,256
Estonia,38,0,312
Estonia,39,0,330
Estonia,40,3,298
Estonia,41,1,273
Estonia,42,0,309
Estonia,43,5,299
Estonia,44,0,267
Estonia,45,2,285
Estonia,46,6,285
Estonia,47,7,310
Estonia,48,24,310
Estonia,49,19,320
Estonia,50,18,330
Estonia,51,25,319
Estonia,52,30,330
Estonia,53,40,328
Estonia,1,39,345
Estonia,2,42,354
Estonia,3,51,356
Estonia,4,43,311
Estonia,5,42,312
Estonia,6,34,346
Estonia,7,40,309
Estonia,8,54,353
Estonia,9,64,358
Estonia,10,66,357
Estonia,11,68,357
Estonia,12,81,325
Estonia,13,73,341
Estonia,14,87,311
Estonia,15,64,325
Estonia,16,51,311
Estonia,17,25,291
Estonia,18,33,319
Estonia,19,21,329
Estonia,20,18,301
Estonia,21,11,308
Estonia,22,12,281
Estonia,23,3,300
Estonia,24,2,295
Estonia,25,1,394
Estonia,26,0,314
Estonia,27,1,370
Estonia,28,1,326
Estonia,29,0,277
Estonia,30,1,285
Estonia,31,5,306
Estonia,32,2,309
Estonia,33,2,287
Estonia,34,8,291
Estonia,35,12,317
Estonia,36,11,336
Estonia,37,14,286
Estonia,38,18,334
Estonia,39,19,330
Estonia,40,31,309
Estonia,41,32,326
Estonia,42,35,331
Estonia,43,70,350
Estonia,44,79,345
Estonia,45,63,333
Estonia,46,62,341
Estonia,47,56,367
Estonia,48,32,337
Estonia,49,29,357
Estonia,50,32,347
Estonia,51,25,351
Estonia,52,29,376
Estonia,1,17,370
Estonia,2,24,349
Estonia,3,26,315
Estonia,4,31,327
Estonia,5,26,353
Estonia,6,54,318
Estonia,7,49,390
Estonia,8,63,374
Estonia,9,65,341
Estonia,10,63,325
Estonia,11,39,329
Estonia,12,47,301
Estonia,13,29,301
Estonia,14,26,294
Estonia,15,22,282
Estonia,16,15,305
Estonia,17,8,274
Estonia,18,9,295
Estonia,19,8,314
Estonia,20,5,281
Estonia,21,0,281
Estonia,22,13,275
Estonia,23,0,325
Estonia,24,12,284
Estonia,25,2,333
Estonia,26,3,329
Ecuador,1,0,1370
Ecuador,2,0,1566
Ecuador,3,0,1517
Ecuador,4,0,1461
Ecuador,5,0,1361
Ecuador,6,0,1428
Ecuador,7,0,1508
Ecuador,8,0,1479
Ecuador,9,0,1544
Ecuador,10,0,1440
Ecuador,11,2,1471
Ecuador,12,12,1512
Ecuador,13,44,3718
Ecuador,14,122,7102
Ecuador,15,153,6249
Ecuador,16,141,4335
Ecuador,17,102,3383
Ecuador,18,988,1854
Ecuador,19,563,2050
Ecuador,20,609,1702
Ecuador,21,372,1813
Ecuador,22,250,1866
Ecuador,23,263,1820
Ecuador,24,275,1903
Ecuador,25,327,1820
Ecuador,26,206,1929
Ecuador,27,352,1888
Ecuador,28,266,2162
Ecuador,29,266,2266
Ecuador,30,202,2364
Ecuador,31,221,2318
Ecuador,32,186,2292
Ecuador,33,148,2226
Ecuador,34,240,1955
Ecuador,35,245,1834
Ecuador,36,169,1899
Ecuador,37,327,1620
Ecuador,38,187,1693
Ecuador,39,189,1593
Ecuador,40,368,1331
Ecuador,41,544,1284
Ecuador,42,196,1519
Ecuador,43,166,1591
Ecuador,44,131,1549
Ecuador,45,146,1524
Ecuador,46,178,1585
Ecuador,47,193,1616
Ecuador,48,222,1492
Ecuador,49,355,1440
Ecuador,50,97,1568
Ecuador,51,73,1706
Ecuador,52,44,1733
Ecuador,53,67,1846
Ecuador,1,118,1888
Ecuador,2,142,2052
Ecuador,3,304,2038
Ecuador,4,236,1972
Ecuador,5,153,2081
Ecuador,6,309,1905
Ecuador,7,215,2037
Ecuador,8,275,2001
Ecuador,9,228,1993
Ecuador,10,197,2226
Ecuador,11,215,2419
Ecuador,12,287,2424
Ecuador,13,218,2637
Ecuador,14,337,2712
Ecuador,15,410,2733
Ecuador,16,474,2792
Ecuador,17,563,2527
Ecuador,18,482,2415
Ecuador,19,477,2103
Ecuador,20,494,1891
Ecuador,21,352,1831
Ecuador,22,264,1737
Ecuador,23,239,1739
Ecuador,24,245,1688
Ecuador,25,230,1686
Ecuador,26,137,1692
Ecuador,27,170,1715
Ecuador,28,123,1690
Ecuador,29,58,1686
Ecuador,30,837,930
Ecuador,31,161,1459
Ecuador,32,178,1411
Ecuador,33,114,1436
Ecuador,34,145,1469
Ecuador,35,120,1450
Ecuador,36,96,1432
Ecuador,37,213,1333
Ecuador,38,86,1411
Ecuador,39,58,1548
Ecuador,40,42,1456
Ecuador,41,81,1469
Ecuador,42,24,1453
Ecuador,43,28,1444
Ecuador,44,9,1460
Ecuador,45,99,1482
Ecuador,46,37,1569
Ecuador,47,109,1482
Ecuador,48,250,1278
Ecuador,49,77,1565
Ecuador,50,36,1611
Ecuador,51,52,1681
Ecuador,52,34,1760
Ecuador,1,26,1914
Ecuador,2,518,1761
Ecuador,3,102,2541
Ecuador,4,185,2325
Ecuador,5,225,2146
Ecuador,6,115,1941
Ecuador,7,251,1574
Ecuador,8,118,1566
Ecuador,9,41,1756
Ecuador,10,52,1563
Ecuador,11,94,1529
Ecuador,12,8,1716
Ecuador,13,3,1672
Ecuador,14,40,1566
Ecuador,15,52,1548
Ecuador,16,68,1546
Ecuador,17,17,1515
Ecuador,18,0,1519
Ecuador,19,9,1582
Ecuador,20,10,1546
Ecuador,21,7,1578
Ecuador,22,21,1572
Ecuador,23,7,1655
Ecuador,24,41,1584
Ecuador,25,12,1651
Ecuador,26,20,1612
Ecuador,27,24,1560
Ecuador,28,20,1605
Denmark,1,0,1117
Denmark,2,0,1150
Denmark,3,0,1071
Denmark,4,0,1033
Denmark,5,0,1094
Denmark,6,0,1079
Denmark,7,0,1059
Denmark,8,0,1034
Denmark,9,0,1025
Denmark,10,0,1061
Denmark,11,2,1064
Denmark,12,11,1129
Denmark,13,59,1053
Denmark,14,107,1049
Denmark,15,94,1049
Denmark,16,82,996
Denmark,17,67,1019
Denmark,18,62,986
Denmark,19,45,982
Denmark,20,24,927
Denmark,21,15,979
Denmark,22,12,956
Denmark,23,15,947
Denmark,24,8,992
Denmark,25,3,945
Denmark,26,4,980
Denmark,27,2,994
Denmark,28,3,954
Denmark,29,2,1024
Denmark,30,2,942
Denmark,31,2,981
Denmark,32,2,955
Denmark,33,4,989
Denmark,34,1,994
Denmark,35,2,951
Denmark,36,3,982
Denmark,37,4,980
Denmark,38,7,1075
Denmark,39,11,963
Denmark,40,9,987
Denmark,41,11,927
Denmark,42,11,997
Denmark,43,22,1074
Denmark,44,21,958
Denmark,45,20,1006
Denmark,46,17,1080
Denmark,47,24,1058
Denmark,48,45,1052
Denmark,49,56,1049
Denmark,50,56,1039
Denmark,51,94,1179
Denmark,52,139,1073
Denmark,53,200,1059
Denmark,1,196,1038
Denmark,2,205,1008
Denmark,3,208,1062
Denmark,4,142,1076
Denmark,5,91,1115
Denmark,6,76,1037
Denmark,7,46,1016
Denmark,8,23,947
Denmark,9,18,956
Denmark,10,12,1040
Denmark,11,9,959
Denmark,12,14,1020
Denmark,13,15,958
Denmark,14,12,963
Denmark,15,14,1015
Denmark,16,20,1040
Denmark,17,15,999
Denmark,18,7,1113
Denmark,19,5,1041
Denmark,20,6,1044
Denmark,21,8,1024
Denmark,22,2,1029
Denmark,23,7,1046
Denmark,24,5,995
Denmark,25,2,1004
Denmark,26,5,1056
Denmark,27,2,954
Denmark,28,3,1072
Denmark,29,0,1051
Denmark,30,7,1050
Denmark,31,3,1131
Denmark,32,8,1077
Denmark,33,6,1042
Denmark,34,14,1049
Denmark,35,10,1042
Denmark,36,21,1072
Denmark,37,17,1033
Denmark,38,14,1037
Denmark,39,21,1118
Denmark,40,6,1058
Denmark,41,16,1145
Denmark,42,14,1116
Denmark,43,15,1123
Denmark,44,24,1117
Denmark,45,29,1113
Denmark,46,43,1089
Denmark,47,62,1147
Denmark,48,74,1141
Denmark,49,68,1197
Denmark,50,62,1199
Denmark,51,51,1235
Denmark,52,100,1175
Denmark,1,98,1252
Denmark,2,109,1101
Denmark,3,114,1065
Denmark,4,130,1049
Denmark,5,143,1066
Denmark,6,187,1094
Denmark,7,244,1023
Denmark,8,272,982
Denmark,9,284,945
Denmark,10,307,914
Denmark,11,227,962
Denmark,12,183,1040
Denmark,13,177,1020
Denmark,14,146,1052
Denmark,15,89,1070
Denmark,16,87,994
Denmark,17,86,1041
Denmark,18,68,1027
Denmark,19,49,966
Denmark,20,25,1045
Denmark,21,38,954
Denmark,22,26,1027
Denmark,23,28,1015
Denmark,24,17,1019
Denmark,25,17,1091
Denmark,26,33,1090
Denmark,27,39,976
Czech Republic,1,0,2305
Czech Republic,2,0,2325
Czech Republic,3,0,2244
Czech Republic,4,0,2337
Czech Republic,5,0,2364
Czech Republic,6,0,2355
Czech Republic,7,0,2391
Czech Republic,8,0,2350
Czech Republic,9,0,2360
Czech Republic,10,0,2294
Czech Republic,11,0,2295
Czech Republic,12,1,2324
Czech Republic,13,15,2282
Czech Republic,14,51,2269
Czech Republic,15,71,2173
Czech Republic,16,48,2077
Czech Republic,17,34,2002
Czech Republic,18,28,2081
Czech Republic,19,32,1967
Czech Republic,20,18,2008
Czech Republic,21,18,1901
Czech Republic,22,5,1934
Czech Republic,23,7,2128
Czech Republic,24,5,1978
Czech Republic,25,7,2015
Czech Republic,26,13,2069
Czech Republic,27,5,2106
Czech Republic,28,4,1995
Czech Republic,29,7,1982
Czech Republic,30,12,2076
Czech Republic,31,13,2214
Czech Republic,32,10,2156
Czech Republic,33,7,2180
Czech Republic,34,15,2089
Czech Republic,35,11,2022
Czech Republic,36,13,2025
Czech Republic,37,20,2069
Czech Republic,38,47,2173
Czech Republic,39,103,2289
Czech Republic,40,121,2260
Czech Republic,41,260,2349
Czech Republic,42,435,2511
Czech Republic,43,779,2868
Czech Republic,44,1228,2998
Czech Republic,45,1429,2809
Czech Republic,46,1350,2502
Czech Republic,47,988,2436
Czech Republic,48,942,2227
Czech Republic,49,764,2336
Czech Republic,50,633,2471
Czech Republic,51,796,2446
Czech Republic,52,713,2501
Czech Republic,53,916,2602
Czech Republic,1,1155,2691
Czech Republic,2,1223,2528
Czech Republic,3,1031,2567
Czech Republic,4,939,2510
Czech Republic,5,927,2347
Czech Republic,6,908,2535
Czech Republic,7,1071,2401
Czech Republic,8,1125,2506
Czech Republic,9,1378,2541
Czech Republic,10,1509,2519
Czech Republic,11,1441,2394
Czech Republic,12,1207,2263
Czech Republic,13,1071,2318
Czech Republic,14,863,2084
Czech Republic,15,618,2021
Czech Republic,16,536,1975
Czech Republic,17,381,2094
Czech Republic,18,324,1981
Czech Republic,19,234,2013
Czech Republic,20,119,1933
Czech Republic,21,84,1875
Czech Republic,22,55,1999
Czech Republic,23,66,1901
Czech Republic,24,55,2000
Czech Republic,25,18,1984
Czech Republic,26,12,1875
Czech Republic,27,22,1913
Czech Republic,28,7,2023
Czech Republic,29,19,1940
Czech Republic,30,17,2090
Czech Republic,31,4,1908
Czech Republic,32,10,2022
Czech Republic,33,12,1971
Czech Republic,34,17,1938
Czech Republic,35,4,1995
Czech Republic,36,7,2067
Czech Republic,37,17,2108
Czech Republic,38,23,2075
Czech Republic,39,25,2049
Czech Republic,40,23,2089
Czech Republic,41,44,2173
Czech Republic,42,70,2241
Czech Republic,43,138,2432
Czech Republic,44,269,2422
Czech Republic,45,459,2424
Czech Republic,46,598,2449
Czech Republic,47,850,2385
Czech Republic,48,736,2652
Czech Republic,49,786,2584
Czech Republic,50,772,2360
Czech Republic,51,526,2411
Czech Republic,52,470,2304
Czech Republic,1,371,2162
Czech Republic,2,263,2275
Czech Republic,3,181,2164
Czech Republic,4,150,2210
Czech Republic,5,265,2349
Czech Republic,6,371,2293
Czech Republic,7,406,2186
Czech Republic,8,366,2117
Czech Republic,9,323,2071
Czech Republic,10,240,2124
Czech Republic,11,204,2072
Czech Republic,12,204,2236
Czech Republic,13,160,2334
Czech Republic,14,157,2235
Czech Republic,15,110,2170
Czech Republic,16,93,2194
Czech Republic,17,81,2143
Czech Republic,18,56,2170
Czech Republic,19,26,2126
Czech Republic,20,20,1981
Czech Republic,21,15,1812
Cyprus,1,0,152
Cyprus,2,0,157
Cyprus,3,0,160
Cyprus,4,0,157
Cyprus,5,0,166
Cyprus,6,0,149
Cyprus,7,0,114
Cyprus,8,0,145
Cyprus,9,0,143
Cyprus,10,0,119
Cyprus,11,0,130
Cyprus,12,0,139
Cyprus,13,5,134
Cyprus,14,4,128
Cyprus,15,1,110
Cyprus,16,2,120
Cyprus,17,2,115
Cyprus,18,1,120
Cyprus,19,0,111
Cyprus,20,2,137
Cyprus,21,0,185
Cyprus,22,0,108
Cyprus,23,1,123
Cyprus,24,0,92
Cyprus,25,1,100
Cyprus,26,0,107
Cyprus,27,0,114
Cyprus,28,0,110
Cyprus,29,0,106
Cyprus,30,0,116
Cyprus,31,0,117
Cyprus,32,0,91
Cyprus,33,1,100
Cyprus,34,1,107
Cyprus,35,0,110
Cyprus,36,0,95
Cyprus,37,0,125
Cyprus,38,1,100
Cyprus,39,0,103
Cyprus,40,0,113
Cyprus,41,3,104
Cyprus,42,0,107
Cyprus,43,0,114
Cyprus,44,1,112
Cyprus,45,1,116
Cyprus,46,12,116
Cyprus,47,4,109
Cyprus,48,5,132
Cyprus,49,11,130
Cyprus,50,19,137
Cyprus,51,12,144
Cyprus,52,22,120
Cyprus,53,18,150
Cyprus,1,18,149
Cyprus,2,20,104
Cyprus,3,16,125
Cyprus,4,14,152
Cyprus,5,14,141
Cyprus,6,9,109
Cyprus,7,9,132
Cyprus,8,2,128
Cyprus,9,1,122
Cyprus,10,6,117
Cyprus,11,4,131
Cyprus,12,8,119
Cyprus,13,11,126
Cyprus,14,11,140
Cyprus,15,16,144
Cyprus,16,10,137
Cyprus,17,15,132
Cyprus,18,21,133
Cyprus,19,12,98
Cyprus,20,7,91
Cyprus,21,7,114
Cyprus,22,3,111
Cyprus,23,10,100
Cyprus,24,1,108
Cyprus,25,0,106
Cyprus,26,0,139
Cyprus,27,6,127
Cyprus,28,4,135
Cyprus,29,15,133
Cyprus,30,22,138
Cyprus,31,18,156
Cyprus,32,22,148
Cyprus,33,23,109
Cyprus,34,21,128
Cyprus,35,16,127
Cyprus,36,15,108
Cyprus,37,10,120
Cyprus,38,4,114
Cyprus,39,1,122
Cyprus,40,7,110
Cyprus,41,4,125
Cyprus,42,6,116
Cyprus,43,6,108
Cyprus,44,2,100
Cyprus,45,10,124
Cyprus,46,3,158
Cyprus,47,1,133
Cyprus,48,10,141
Cyprus,49,9,129
Cyprus,50,10,154
Cyprus,51,8,141
Cyprus,52,11,157
Cyprus,1,18,162
Cyprus,2,24,145
Cyprus,3,31,167
Cyprus,4,19,153
Cyprus,5,14,176
Cyprus,6,40,139
Cyprus,7,38,129
Cyprus,8,31,135
Cyprus,9,23,120
Cyprus,10,25,111
Cyprus,11,17,138
Cyprus,12,13,168
Cyprus,13,15,173
Cyprus,14,35,136
Cyprus,15,11,130
Cyprus,16,18,97
Cyprus,17,9,118
Cyprus,18,12,97
Cyprus,19,19,86
Cyprus,20,6,112
Cyprus,21,2,102
Cyprus,22,8,73
Croatia,1,0,1033
Croatia,2,0,1056
Croatia,3,0,1016
Croatia,4,0,1134
Croatia,5,0,1094
Croatia,6,0,1059
Croatia,7,0,1091
Croatia,8,0,1045
Croatia,9,0,1021
Croatia,10,0,1056
Croatia,11,0,1082
Croatia,12,1,1093
Croatia,13,5,1117
Croatia,14,9,1003
Croatia,15,8,993
Croatia,16,24,954
Croatia,17,8,860
Croatia,18,24,885
Croatia,19,11,869
Croatia,20,5,903
Croatia,21,4,900
Croatia,22,4,844
Croatia,23,1,971
Croatia,24,3,976
Croatia,25,0,889
Croatia,26,0,927
Croatia,27,6,964
Croatia,28,6,913
Croatia,29,1,887
Croatia,30,16,958
Croatia,31,13,1046
Croatia,32,8,948
Croatia,33,9,917
Croatia,34,5,916
Croatia,35,13,959
Croatia,36,14,917
Croatia,37,26,974
Croatia,38,24,951
Croatia,39,24,939
Croatia,40,26,1039
Croatia,41,26,944
Croatia,42,39,1057
Croatia,43,74,1062
Croatia,44,125,1031
Croatia,45,232,1055
Croatia,46,255,1106
Croatia,47,304,1185
Croatia,48,359,1125
Croatia,49,462,1251
Croatia,50,466,1295
Croatia,51,537,1248
Croatia,52,494,1187
Croatia,53,401,1124
Croatia,1,296,1046
Croatia,2,248,1110
Croatia,3,211,1096
Croatia,4,200,1044
Croatia,5,142,1062
Croatia,6,149,1012
Croatia,7,111,1010
Croatia,8,97,999
Croatia,9,64,970
Croatia,10,87,993
Croatia,11,96,925
Croatia,12,120,1022
Croatia,13,165,1066
Croatia,14,250,1033
Croatia,15,254,1035
Croatia,16,292,1026
Croatia,17,328,1013
Croatia,18,287,965
Croatia,19,239,1016
Croatia,20,195,911
Croatia,21,111,936
Croatia,22,72,1071
Croatia,23,46,1015
Croatia,24,42,988
Croatia,25,26,1090
Croatia,26,18,964
